imo,type,number,start,end,Deadweight,ShiptypeLevel5,typnum,vessel_class,time_berth,trip_number,wait_time,anchor_start,anchor_number,mean_wait_time3,mean_wait_time6,mean_wait_time12,mean_wait_time24,mean_wait_time48,mean_wait_time72,sum_dwt_lag6,sum_dwt_lag24,total_vessels_anchor_lag6,total_vessels_anchor_lag24,n_Aframax_lag6,n_VLCC_lag6,n_Aframax_lag24,hour_of_day,day_of_week,month_of_year,berth_3_vessel_class,berth_1_vessel_class,berth_2_vessel_class,berth_4_vessel_class,berth_5_vessel_class,berth_3_dwt,berth_1_dwt,berth_2_dwt,berth_4_dwt,berth_5_dwt,berth_3_time,berth_1_time,berth_2_time,berth_4_time,berth_5_time,pred_berth
9528794.0,berth,2,2022-02-05 16:14:35,2022-02-08 08:36:00,318130.0,Crude Oil Tanker,berth2,VLCC,2 days 16:21:25,3.0,0 days 00:00:00,2022-02-05 16:14:35,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,16,Saturday,February,No vessel,Aframax,VLCC,No vessel,No vessel,0.0,105651.0,318130.0,0.0,0.0,0,0 days 03:30:24,0 days 00:00:00,0,0,berth2
9457892.0,berth,2,2022-02-12 20:57:50,2022-02-14 05:37:48,158466.0,Crude Oil Tanker,berth2,Suezmax,1 days 08:39:58,2.0,0 days 00:00:00,2022-02-12 20:57:50,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,20,Saturday,February,Aframax,No vessel,Suezmax,Aframax,No vessel,113004.0,0.0,158466.0,113651.0,0.0,0 days 09:10:44,0,0 days 00:00:00,1 days 04:22:09,0,berth3
9734109.0,berth,2,2022-02-14 17:10:03,2022-02-17 09:55:48,299999.0,Crude Oil Tanker,berth2,VLCC,2 days 16:45:45,3.0,0 days 00:00:00,2022-02-14 17:10:03,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,17,Monday,February,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,299999.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9565950.0,berth,2,2022-02-18 19:41:17,2022-02-20 03:24:02,157740.0,Crude Oil Tanker,berth2,Suezmax,1 days 07:42:45,1.0,0 days 00:00:00,2022-02-18 19:41:17,,,,,,0 days 00:01:04,0 days 00:01:04,0.0,0.0,0,0,0,0,0,19,Friday,February,Aframax,Aframax,Suezmax,No vessel,No vessel,115618.0,107505.0,157740.0,0.0,0.0,0 days 19:20:52,0 days 03:44:03,0 days 00:00:00,0,0,berth2
9565948.0,berth,2,2022-02-22 01:31:22,2022-02-23 06:30:26,157648.0,Crude Oil Tanker,berth2,Suezmax,1 days 04:59:04,1.0,0 days 00:00:00,2022-02-22 01:31:22,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,1,Tuesday,February,No vessel,Aframax,Suezmax,No vessel,No vessel,0.0,109716.0,157648.0,0.0,0.0,0,0 days 02:35:44,0 days 00:00:00,0,0,berth2
9852121.0,berth,2,2022-02-24 05:39:00,2022-03-01 05:06:56,300633.0,Crude Oil Tanker,berth2,VLCC,4 days 23:27:56,1.0,0 days 00:00:00,2022-02-24 05:39:00,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,5,Thursday,February,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,300633.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9858450.0,berth,2,2022-03-02 10:44:58,2022-03-04 05:33:43,299999.0,Crude Oil Tanker,berth2,VLCC,1 days 18:48:45,5.0,0 days 00:00:00,2022-03-02 10:44:58,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,10,Wednesday,March,Aframax,No vessel,VLCC,No vessel,No vessel,112939.0,0.0,299999.0,0.0,0.0,0 days 22:05:52,0,0 days 00:00:00,0,0,berth2
9899375.0,berth,3,2022-03-08 17:28:40,2022-03-09 21:01:00,156828.0,Crude Oil Tanker,berth3,Suezmax,1 days 03:32:20,1.0,0 days 00:42:02,2022-03-08 15:49:39,anchorage10,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,17,Tuesday,March,Suezmax,No vessel,Handysize,No vessel,No vessel,156828.0,0.0,39698.0,0.0,0.0,0 days 00:00:00,0,0 days 19:43:40,0,0,berth3
9565948.0,berth,2,2022-03-10 23:18:04,2022-03-12 03:30:27,157648.0,Crude Oil Tanker,berth2,Suezmax,1 days 04:12:23,2.0,0 days 00:00:00,2022-03-10 23:18:04,,,,0 days 00:11:19,0 days 00:11:19,0 days 00:17:47,0 days 00:13:20.250000,0.0,0.0,0,0,0,0,0,23,Thursday,March,Aframax,No vessel,Suezmax,No vessel,No vessel,115711.0,0.0,157648.0,0.0,0.0,0 days 18:31:13,0,0 days 00:00:00,0,0,berth2
9818228.0,berth,4,2022-03-23 06:58:36,2022-03-24 06:32:13,157526.0,Crude Oil Tanker,berth4,Suezmax,0 days 23:33:37,3.0,0 days 00:00:00,2022-03-23 06:58:36,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,6,Wednesday,March,No vessel,No vessel,No vessel,Suezmax,No vessel,0.0,0.0,0.0,157526.0,0.0,0,0,0,0 days 00:00:00,0,berth2
9436446.0,berth,3,2022-03-23 13:54:31,2022-03-25 23:38:59,158555.0,Crude Oil Tanker,berth3,Suezmax,2 days 09:44:28,1.0,0 days 00:00:00,2022-03-23 13:54:31,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,13,Wednesday,March,Suezmax,Aframax,No vessel,Suezmax,No vessel,158555.0,115521.0,0.0,157526.0,0.0,0 days 00:00:00,0 days 03:05:33,0,0 days 06:55:55,0,berth3
9826847.0,berth,2,2022-03-24 17:02:00,2022-03-26 17:59:06,308121.0,Crude Oil Tanker,berth2,VLCC,2 days 00:57:06,2.0,0 days 00:00:00,2022-03-24 17:02:00,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,17,Thursday,March,Suezmax,Aframax,VLCC,No vessel,No vessel,158555.0,113563.0,308121.0,0.0,0.0,1 days 03:07:29,0 days 01:32:40,0 days 00:00:00,0,0,berth2
9799123.0,berth,2,2022-03-28 22:53:25,2022-03-31 02:50:25,311003.0,Crude Oil Tanker,berth2,VLCC,2 days 03:57:00,1.0,0 days 00:00:00,2022-03-28 22:53:25,,,,,,0 days 00:00:00,0 days 00:01:47.750000,0.0,0.0,0,0,0,0,0,22,Monday,March,Handysize,No vessel,VLCC,No vessel,No vessel,38734.0,0.0,311003.0,0.0,0.0,0 days 07:27:04,0,0 days 00:00:00,0,0,berth2
9818228.0,berth,2,2022-04-03 00:38:41,2022-04-04 03:20:39,157526.0,Crude Oil Tanker,berth2,Suezmax,1 days 02:41:58,4.0,0 days 00:00:00,2022-04-03 00:38:41,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,0,Sunday,April,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,157526.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9681209.0,berth,2,2022-04-10 13:30:11,2022-04-12 19:57:11,308013.0,Crude Oil Tanker,berth2,VLCC,2 days 06:27:00,1.0,0 days 00:00:00,2022-04-10 13:30:11,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,13,Sunday,April,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,308013.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9385192.0,berth,3,2022-04-14 00:28:32,2022-04-15 13:05:00,159995.0,Crude Oil Tanker,berth3,Suezmax,1 days 12:36:28,1.0,0 days 00:00:00,2022-04-14 00:28:32,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,0,Thursday,April,Suezmax,No vessel,No vessel,No vessel,No vessel,159995.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0,0,0,0,berth3
9818228.0,berth,1,2022-04-14 22:07:47,2022-04-15 21:34:46,157526.0,Crude Oil Tanker,berth1,Suezmax,0 days 23:26:59,5.0,0 days 00:00:00,2022-04-14 22:07:47,,,,,,,0 days 00:00:00,0.0,0.0,0,0,0,0,0,22,Thursday,April,Suezmax,Suezmax,No vessel,No vessel,No vessel,159995.0,157526.0,0.0,0.0,0.0,0 days 21:39:15,0 days 00:00:00,0,0,0,berth2
9826847.0,berth,2,2022-04-16 22:50:15,2022-04-19 02:41:45,308121.0,Crude Oil Tanker,berth2,VLCC,2 days 03:51:30,3.0,0 days 00:00:00,2022-04-16 22:50:15,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,22,Saturday,April,Handysize,No vessel,VLCC,No vessel,No vessel,39043.0,0.0,308121.0,0.0,0.0,0 days 23:38:23,0,0 days 00:00:00,0,0,berth2
9819844.0,berth,2,2022-04-26 21:34:44,2022-04-28 03:48:01,159090.0,Crude Oil Tanker,berth2,Suezmax,1 days 06:13:17,1.0,0 days 00:00:00,2022-04-26 21:34:44,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,21,Tuesday,April,Handysize,No vessel,Suezmax,No vessel,No vessel,39043.0,0.0,159090.0,0.0,0.0,2 days 03:36:02,0,0 days 00:00:00,0,0,berth2
9826847.0,berth,2,2022-05-07 01:29:26,2022-05-08 21:43:04,308121.0,Crude Oil Tanker,berth2,VLCC,1 days 20:13:38,4.0,0 days 00:00:00,2022-05-07 01:29:26,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,1,Saturday,May,Aframax,Aframax,VLCC,No vessel,No vessel,112156.0,105361.0,308121.0,0.0,0.0,1 days 01:04:38,1 days 13:49:19,0 days 00:00:00,0,0,berth2
9427641.0,berth,3,2022-05-13 18:05:07,2022-05-14 18:41:08,149999.0,Crude Oil Tanker,berth3,Suezmax,1 days 00:36:01,2.0,0 days 00:00:00,2022-05-13 18:05:07,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:01:57,0 days 00:01:27.750000,0.0,0.0,0,0,0,0,0,18,Friday,May,Suezmax,No vessel,Aframax,No vessel,No vessel,149999.0,0.0,115382.0,0.0,0.0,0 days 00:00:00,0,0 days 09:26:42,0,0,berth2
9593012.0,berth,3,2022-05-16 10:12:46,2022-05-18 11:42:42,159500.0,Crude Oil Tanker,berth3,Suezmax,2 days 01:29:56,1.0,0 days 00:00:00,2022-05-16 10:12:46,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,10,Monday,May,Suezmax,No vessel,Aframax,No vessel,No vessel,159500.0,0.0,113039.0,0.0,0.0,0 days 00:00:00,0,0 days 03:28:05,0,0,berth3
9302982.0,berth,2,2022-05-17 12:53:46,2022-05-18 18:10:48,150205.0,Crude Oil Tanker,berth2,Suezmax,1 days 05:17:02,1.0,0 days 00:00:00,2022-05-17 12:53:46,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,12,Tuesday,May,Suezmax,No vessel,Suezmax,Aframax,No vessel,159500.0,0.0,150205.0,113736.0,0.0,1 days 02:41:00,0,0 days 00:00:00,0 days 15:08:23,0,berth2
9378369.0,berth,3,2022-05-25 23:34:44,2022-05-27 03:08:58,159021.0,Crude Oil Tanker,berth3,Suezmax,1 days 03:34:14,2.0,0 days 00:00:00,2022-05-25 23:34:44,,,,,0 days 00:34:38,0 days 00:34:38,0 days 00:34:38,0.0,0.0,0,0,0,0,0,23,Wednesday,May,Suezmax,Aframax,Aframax,No vessel,No vessel,159021.0,112459.0,113563.0,0.0,0.0,0 days 00:00:00,0 days 15:29:46,0 days 03:55:31,0,0,berth3
9427641.0,berth,2,2022-06-01 00:40:31,2022-06-02 14:09:09,149999.0,Crude Oil Tanker,berth2,Suezmax,1 days 13:28:38,3.0,0 days 00:06:30,2022-05-31 23:01:38,anchorage10,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,0,Wednesday,June,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,149999.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9322267.0,berth,2,2022-06-07 12:57:51,2022-06-09 14:12:42,306431.0,Crude Oil Tanker,berth2,VLCC,2 days 01:14:51,1.0,0 days 00:00:00,2022-06-07 12:57:51,,0 days 00:02:21,0 days 00:02:21,0 days 00:02:21,0 days 00:02:21,0 days 00:02:21,0 days 00:02:21,0.0,0.0,0,0,0,0,0,12,Tuesday,June,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,306431.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9418602.0,berth,3,2022-06-11 00:05:14,2022-06-12 21:45:26,156480.0,Crude Oil Tanker,berth3,Suezmax,1 days 21:40:12,2.0,0 days 00:00:00,2022-06-11 00:05:14,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,0,Saturday,June,Suezmax,No vessel,Aframax,ULCC,No vessel,156480.0,0.0,113004.0,320780.0,0.0,0 days 00:00:00,0,0 days 08:08:02,2 days 09:54:38,0,berth3
9832250.0,berth,2,2022-06-13 03:05:29,2022-06-14 08:40:37,149999.0,Crude Oil Tanker,berth2,Suezmax,1 days 05:35:08,1.0,0 days 00:00:00,2022-06-13 03:05:29,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,3,Monday,June,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,149999.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9320714.0,berth,3,2022-06-13 08:25:04,2022-06-14 19:17:27,166468.0,Crude Oil Tanker,berth3,Suezmax,1 days 10:52:23,1.0,0 days 00:00:00,2022-06-13 08:25:04,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,8,Monday,June,Suezmax,No vessel,Suezmax,No vessel,No vessel,166468.0,0.0,149999.0,0.0,0.0,0 days 00:00:00,0,0 days 05:19:35,0,0,berth3
9682980.0,berth,3,2022-06-14 23:08:50,2022-06-15 21:55:48,158277.0,Crude Oil Tanker,berth3,Suezmax,0 days 22:46:58,1.0,0 days 00:00:00,2022-06-14 23:08:50,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,23,Tuesday,June,Suezmax,No vessel,Aframax,Aframax,No vessel,158277.0,0.0,106359.0,114396.0,0.0,0 days 00:00:00,0,0 days 09:51:29,0 days 05:56:16,0,berth3
9759757.0,berth,2,2022-06-15 12:15:38,2022-06-16 15:46:38,157460.0,Crude Oil Tanker,berth2,Suezmax,1 days 03:31:00,1.0,0 days 00:00:00,2022-06-15 12:15:38,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,12,Wednesday,June,Suezmax,No vessel,Suezmax,Aframax,No vessel,158277.0,0.0,157460.0,114396.0,0.0,0 days 13:06:48,0,0 days 00:00:00,0 days 19:03:04,0,berth2
9803285.0,berth,2,2022-06-17 23:57:30,2022-06-18 23:33:56,156424.0,Crude Oil Tanker,berth2,Suezmax,0 days 23:36:26,3.0,0 days 00:00:00,2022-06-17 23:57:30,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,23,Friday,June,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,156424.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9579030.0,berth,4,2022-07-16 18:43:45,2022-07-18 02:31:17,159236.0,Crude Oil Tanker,berth4,Suezmax,1 days 07:47:32,1.0,0 days 00:00:00,2022-07-16 18:43:45,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,18,Saturday,July,Aframax,Aframax,No vessel,Suezmax,No vessel,112719.0,114560.0,0.0,159236.0,0.0,0 days 18:35:27,0 days 07:00:18,0,0 days 00:00:00,0,berth2
9534846.0,berth,2,2022-08-01 09:38:05,2022-08-03 20:20:05,297085.0,Crude Oil Tanker,berth2,VLCC,2 days 10:42:00,1.0,0 days 00:00:00,2022-08-01 09:38:05,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,9,Monday,August,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,297085.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9452880.0,berth,2,2022-09-08 00:43:41,2022-09-09 01:47:50,166164.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:04:09,1.0,0 days 00:00:00,2022-09-08 00:43:41,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,0,Thursday,September,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,166164.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9486544.0,berth,2,2022-09-19 12:25:13,2022-09-21 09:14:42,296951.0,Crude Oil Tanker,berth2,VLCC,1 days 20:49:29,1.0,0 days 00:00:00,2022-09-19 12:25:13,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,12,Monday,September,Aframax,No vessel,VLCC,No vessel,No vessel,108524.0,0.0,296951.0,0.0,0.0,1 days 03:59:43,0,0 days 00:00:00,0,0,berth2
9785237.0,berth,2,2022-09-26 15:59:59,2022-09-27 15:06:38,159055.0,Crude Oil Tanker,berth2,Suezmax,0 days 23:06:39,1.0,0 days 00:00:00,2022-09-26 15:59:59,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,15,Monday,September,Aframax,No vessel,Suezmax,No vessel,No vessel,113563.0,0.0,159055.0,0.0,0.0,0 days 17:48:24,0,0 days 00:00:00,0,0,berth2
9735361.0,berth,2,2022-09-30 09:58:52,2022-10-02 06:06:54,302652.0,Crude Oil Tanker,berth2,VLCC,1 days 20:08:02,1.0,0 days 00:00:00,2022-09-30 09:58:52,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,9,Friday,September,No vessel,No vessel,VLCC,Aframax,No vessel,0.0,0.0,302652.0,112949.0,0.0,0,0,0 days 00:00:00,0 days 01:57:10,0,berth2
9315173.0,berth,4,2022-10-07 13:20:57,2022-10-08 17:26:59,163216.0,Crude Oil Tanker,berth4,Suezmax,1 days 04:06:02,1.0,0 days 00:00:00,2022-10-07 13:20:57,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,13,Friday,October,No vessel,No vessel,Aframax,Suezmax,No vessel,0.0,0.0,114218.0,163216.0,0.0,0,0,0 days 04:16:27,0 days 00:00:00,0,berth2
9399480.0,berth,3,2022-10-07 15:38:32,2022-10-08 15:08:51,156719.0,Crude Oil Tanker,berth3,Suezmax,0 days 23:30:19,1.0,0 days 00:00:00,2022-10-07 15:38:32,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,15,Friday,October,Suezmax,No vessel,Aframax,Suezmax,No vessel,156719.0,0.0,114218.0,163216.0,0.0,0 days 00:00:00,0,0 days 06:34:02,0 days 02:17:35,0,berth3
9818228.0,berth,3,2022-10-18 11:34:57,2022-10-19 11:01:28,157526.0,Crude Oil Tanker,berth3,Suezmax,0 days 23:26:31,6.0,0 days 00:00:00,2022-10-18 11:34:57,,,,,,,,0.0,0.0,0,0,0,0,0,11,Tuesday,October,Suezmax,No vessel,Aframax,Aframax,No vessel,157526.0,0.0,113293.0,112066.0,0.0,0 days 00:00:00,0,0 days 13:35:16,0 days 03:20:02,0,berth2
9889954.0,berth,3,2022-10-22 06:15:47,2022-10-24 00:53:33,156921.0,Crude Oil Tanker,berth3,Suezmax,1 days 18:37:46,1.0,0 days 00:00:00,2022-10-22 06:15:47,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,6,Saturday,October,Suezmax,No vessel,No vessel,No vessel,No vessel,156921.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0,0,0,0,berth3
9776559.0,berth,2,2022-10-22 23:56:12,2022-10-25 08:07:52,319398.0,Crude Oil Tanker,berth2,VLCC,2 days 08:11:40,1.0,0 days 00:00:00,2022-10-22 23:56:12,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,23,Saturday,October,Suezmax,No vessel,VLCC,Aframax,No vessel,156921.0,0.0,319398.0,113563.0,0.0,0 days 17:40:25,0,0 days 00:00:00,0 days 15:27:16,0,berth2
9418597.0,berth,3,2022-10-28 18:26:52,2022-10-29 20:32:53,156493.0,Crude Oil Tanker,berth3,Suezmax,1 days 02:06:01,2.0,0 days 00:00:00,2022-10-28 18:26:52,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,18,Friday,October,Suezmax,No vessel,No vessel,No vessel,No vessel,156493.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0,0,0,0,berth3
9910246.0,berth,2,2022-11-01 13:22:56,2022-11-03 18:02:51,299473.0,Crude Oil Tanker,berth2,VLCC,2 days 04:39:55,1.0,0 days 00:00:00,2022-11-01 13:22:56,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,13,Tuesday,November,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,299473.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9772931.0,berth,3,2022-11-19 19:37:47,2022-11-20 21:22:05,158455.0,Crude Oil Tanker,berth3,Suezmax,1 days 01:44:18,1.0,0 days 00:00:00,2022-11-19 19:37:47,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,19,Saturday,November,Suezmax,Aframax,No vessel,No vessel,No vessel,158455.0,112949.0,0.0,0.0,0.0,0 days 00:00:00,0 days 12:21:01,0,0,0,berth3
9296389.0,berth,2,2022-12-02 20:09:53,2022-12-03 22:41:23,149997.0,Crude Oil Tanker,berth2,Suezmax,1 days 02:31:30,1.0,0 days 00:00:00,2022-12-02 20:09:53,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,20,Friday,December,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,149997.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9513115.0,berth,2,2022-12-15 16:23:46,2022-12-17 09:23:16,319319.0,Crude Oil Tanker,berth2,VLCC,1 days 16:59:30,1.0,0 days 00:00:00,2022-12-15 16:23:46,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,16,Thursday,December,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,319319.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9889942.0,berth,3,2022-12-22 22:26:47,2022-12-24 01:05:48,156921.0,Crude Oil Tanker,berth3,Suezmax,1 days 02:39:01,1.0,0 days 00:00:00,2022-12-22 22:26:47,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,22,Thursday,December,Suezmax,No vessel,No vessel,No vessel,No vessel,156921.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0,0,0,0,berth3
9803285.0,berth,2,2022-12-23 03:34:29,2022-12-24 10:30:00,156424.0,Crude Oil Tanker,berth2,Suezmax,1 days 06:55:31,4.0,0 days 00:00:00,2022-12-23 03:34:29,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,3,Friday,December,Suezmax,No vessel,Suezmax,No vessel,No vessel,156921.0,0.0,156424.0,0.0,0.0,0 days 05:07:42,0,0 days 00:00:00,0,0,berth2
9889942.0,berth,3,2022-12-31 11:33:53,2022-12-31 23:51:05,156921.0,Crude Oil Tanker,berth3,Suezmax,0 days 12:17:12,2.0,0 days 00:00:00,2022-12-31 11:33:53,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,11,Saturday,December,Suezmax,No vessel,No vessel,No vessel,No vessel,156921.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0,0,0,0,berth3
